Tipo,Categoria,Subcategoria,Codigo,Concepto,Mes,Mes_Num,Monto
gasto,GASTOS FINANCIEROS,,608-010,INVERSIONES,Junio,6,12000
gasto,GASTOS FINANCIEROS,,608-010,INVERSIONES,Julio,7,18000
gasto,GASTOS FINANCIEROS,,608-010,INVERSIONES,Agosto,8,18744
gasto,GASTOS FINANCIEROS,,608-010,INVERSIONES,Septiembre,9,3000
gasto,GASTOS FINANCIEROS,,608-010,INVERSIONES,Octubre,10,0
gasto,GASTOS FINANCIEROS,,608-010,INVERSIONES,Noviembre,11,4000
gasto,GASTOS FINANCIEROS,,608-010,INVERSIONES,Diciembre,12,4000
gasto,GASTOS FINANCIEROS,,608-020,RENTAS,Enero,1,0
gasto,GASTOS FINANCIEROS,,608-020,RENTAS,Febrero,2,0
gasto,GASTOS FINANCIEROS,,608-020,RENTAS,Marzo,3,0
gasto,GASTOS FINANCIEROS,,608-020,RENTAS,Abril,4,0
gasto,GASTOS FINANCIEROS,,608-020,RENTAS,Mayo,5,0
gasto,GASTOS FINANCIEROS,,608-020,RENTAS,Junio,6,0
gasto,GASTOS FINANCIEROS,,608-020,RENTAS,Julio,7,0
gasto,GASTOS FINANCIEROS,,608-020,RENTAS,Agosto,8,0
gasto,GASTOS FINANCIEROS,,608-020,RENTAS,Septiembre,9,0
gasto,GASTOS FINANCIEROS,,608-020,RENTAS,Octubre,10,0
gasto,GASTOS FINANCIEROS,,608-020,RENTAS,Noviembre,11,0
gasto,GASTOS FINANCIEROS,,608-020,RENTAS,Diciembre,12,0
costo,MATERIA PRIMA,,800-000,MATERIA PRIMA,Enero,1,284931
costo,MATERIA PRIMA,,800-000,MATERIA PRIMA,Febrero,2,123546
costo,MATERIA PRIMA,,800-000,MATERIA PRIMA,Marzo,3,416678
costo,MATERIA PRIMA,,800-000,MATERIA PRIMA,Abril,4,164318
costo,MATERIA PRIMA,,800-000,MATERIA PRIMA,Mayo,5,599209
costo,MATERIA PRIMA,,800-000,MATERIA PRIMA,Junio,6,339259
costo,MATERIA PRIMA,,800-000,MATERIA PRIMA,Julio,7,446319
costo,MATERIA PRIMA,,800-000,MATERIA PRIMA,Agosto,8,468798
costo,MATERIA PRIMA,,800-000,MATERIA PRIMA,Septiembre,9,206246
costo,MATERIA PRIMA,,800-000,MATERIA PRIMA,Octubre,10,489009
costo,MATERIA PRIMA,,800-000,MATERIA PRIMA,Noviembre,11,301462
costo,MATERIA PRIMA,,800-000,MATERIA PRIMA,Diciembre,12,319979
venta,VENTAS,,700-000,VENTAS,Enero,1,784902.18
venta,VENTAS,,700-000,VENTAS,Febrero,2,508317.96
venta,VENTAS,,700-000,VENTAS,Marzo,3,841970.59
venta,VENTAS,,700-000,VENTAS,Abril,4,664291.42
venta,VENTAS,,700-000,VENTAS,Mayo,5,1112063.75
venta,VENTAS,,700-000,VENTAS,Junio,6,947547.64
venta,VENTAS,,700-000,VENTAS,Julio,7,848192.65
venta,VENTAS,,700-000,VENTAS,Agosto,8,999731.56
venta,VENTAS,,700-000,VENTAS,Septiembre,9,655978.62
venta,VENTAS,,700-000,VENTAS,Octubre,10,974124.38
venta,VENTAS,,700-000,VENTAS,Noviembre,11,839684.23
venta,VENTAS,,700-000,VENTAS,Diciembre,12,854557.77
